FIPS_Code,State,Area_name,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013
48481,TX,"Wharton County, TX",20235,19354,881,4.4,20391,19451,940,4.6,20626,19434,1192,5.8,21453,20124,1329,6.2,21410,20192,1218,5.7,20829,19757,1072,5.1,20561,19565,996,4.8,20597,19728,869,4.2,20898,19981,917,4.4,21269,19790,1479,7,21309,19450,1859,8.7,21492,19661,1831,8.5,21384,19946,1438,6.7,21465,20175,1290,6,21542,20524,1018,4.7,21238,20294,944,4.4,21080,20018,1062,5,21098,20144,954,4.5,21278,20484,794,3.7,21665,20931,734,3.4,21376,19928,1448,6.8,49901,77.91674805,4,3,0
48483,TX,"Wheeler County, TX",2712,2604,108,4,2727,2622,105,3.9,2758,2632,126,4.6,2800,2682,118,4.2,2796,2689,107,3.8,2688,2581,107,4,2804,2710,94,3.4,3053,2975,78,2.6,3393,3311,82,2.4,3220,3039,181,5.6,2736,2568,168,6.1,2852,2706,146,5.1,2888,2763,125,4.3,3130,2994,136,4.3,3076,2965,111,3.6,2822,2712,110,3.9,2484,2366,118,4.8,2352,2258,94,4,2426,2349,77,3.2,2263,2196,67,3,2226,2092,134,6,58544,91.41215515,9,10,0
48485,TX,"Wichita County, TX",61088,58227,2861,4.7,62049,59254,2795,4.5,62778,59079,3699,5.9,63103,59317,3786,6,62717,59460,3257,5.2,62753,59759,2994,4.8,62688,59917,2771,4.4,61795,59164,2631,4.3,61169,58181,2988,4.9,61577,56955,4622,7.5,59360,54733,4627,7.8,58982,54788,4194,7.1,58331,54805,3526,6,57224,53848,3376,5.9,56429,53641,2788,4.9,55348,52958,2390,4.3,55486,53072,2414,4.4,56068,53985,2083,3.7,56349,54419,1930,3.4,56077,54292,1785,3.2,55306,51620,3686,6.7,51535,80.46811676,3,2,1
48487,TX,"Wilbarger County, TX",7242,6966,276,3.8,7338,7065,273,3.7,7422,7077,345,4.6,7537,7161,376,5,7410,7087,323,4.4,7548,7254,294,3.9,7872,7586,286,3.6,7665,7402,263,3.4,7594,7324,270,3.6,7896,7527,369,4.7,6149,5663,486,7.9,6036,5584,452,7.5,5910,5556,354,6,5767,5431,336,5.8,5287,5024,263,5,5112,4863,249,4.9,5050,4812,238,4.7,4961,4728,233,4.7,4976,4768,208,4.2,4952,4776,176,3.6,4949,4659,290,5.9,42570,66.46992493,6,5,0
48489,TX,"Willacy County, TX",7308,6577,731,10,7236,6445,791,10.9,7273,6359,914,12.6,7631,6725,906,11.9,7395,6556,839,11.3,7558,6832,726,9.6,7630,6927,703,9.2,7551,6931,620,8.2,7718,7031,687,8.9,8410,7411,999,11.9,7794,6662,1132,14.5,7740,6429,1311,16.9,7404,6241,1163,15.7,7427,6247,1180,15.9,7168,6269,899,12.5,6755,5868,887,13.1,6505,5707,798,12.3,6325,5623,702,11.1,6391,5757,634,9.9,6548,6009,539,8.2,6597,5807,790,12,35821,55.93185806,6,5,0
48491,TX,"Williamson County, TX",145384,141340,4044,2.8,153910,147603,6307,4.1,159569,150616,8953,5.6,164711,155323,9388,5.7,170900,162878,8022,4.7,180292,171964,8328,4.6,188707,180675,8032,4.3,193203,185955,7248,3.8,202460,193342,9118,4.5,210536,195151,15385,7.3,222974,206656,16318,7.3,230756,214564,16192,7,236866,223136,13730,5.8,246119,233019,13100,5.3,254967,243698,11269,4.4,264097,254904,9193,3.5,278717,269349,9368,3.4,290728,281162,9566,3.3,304100,294742,9358,3.1,318841,309869,8972,2.8,318447,299801,18646,5.9,92661,144.6833496,1,1,1
48493,TX,"Wilson County, TX",15549,14975,574,3.7,15872,15202,670,4.2,16393,15536,857,5.2,16886,15921,965,5.7,17308,16429,879,5.1,17762,16901,861,4.8,18238,17422,816,4.5,18164,17414,750,4.1,18746,17877,869,4.6,18955,17729,1226,6.5,21262,19804,1458,6.9,21529,20079,1450,6.7,21681,20487,1194,5.5,22166,20992,1174,5.3,22513,21565,948,4.2,22981,22103,878,3.8,23760,22830,930,3.9,24179,23329,850,3.5,24538,23779,759,3.1,24916,24208,708,2.8,24473,23077,1396,5.7,76905,120.0815048,1,1,1
48495,TX,"Winkler County, TX",2939,2769,170,5.8,2944,2780,164,5.6,2993,2733,260,8.7,3064,2836,228,7.4,3075,2886,189,6.1,3047,2901,146,4.8,3215,3087,128,4,3342,3235,107,3.2,3456,3326,130,3.8,3421,3103,318,9.3,2903,2634,269,9.3,3051,2825,226,7.4,3179,3000,179,5.6,3316,3140,176,5.3,3281,3135,146,4.4,3104,2926,178,5.7,3071,2834,237,7.7,3258,3090,168,5.2,4024,3909,115,2.9,4057,3941,116,2.9,4039,3663,376,9.3,64894,101.3272095,6,6,0
48497,TX,"Wise County, TX",25372,24485,887,3.5,25886,24829,1057,4.1,26348,24931,1417,5.4,26756,25193,1563,5.8,27116,25706,1410,5.2,27712,26393,1319,4.8,27875,26638,1237,4.4,27344,26191,1153,4.2,27547,26347,1200,4.4,28321,25870,2451,8.7,27713,25293,2420,8.7,28142,25940,2202,7.8,28186,26379,1807,6.4,28351,26639,1712,6,28450,27045,1405,4.9,28685,27345,1340,4.7,29438,28044,1394,4.7,30168,28951,1217,4,31241,30160,1081,3.5,32306,31267,1039,3.2,32140,30041,2099,6.5,70468,110.0306015,1,1,1
48499,TX,"Wood County, TX",16307,15473,834,5.1,16390,15486,904,5.5,16932,15849,1083,6.4,17473,16298,1175,6.7,17442,16372,1070,6.1,17677,16686,991,5.6,17859,16937,922,5.2,17934,17117,817,4.6,18076,17158,918,5.1,18658,17173,1485,8,16993,15447,1546,9.1,16969,15457,1512,8.9,16693,15389,1304,7.8,16693,15468,1225,7.3,16747,15735,1012,6,16770,15873,897,5.3,17248,16339,909,5.3,17339,16522,817,4.7,17351,16608,743,4.3,17700,17012,688,3.9,17919,16740,1179,6.6,56945,88.91543579,6,6,0
48501,TX,"Yoakum County, TX",3323,3145,178,5.4,3505,3354,151,4.3,3287,3110,177,5.4,3399,3213,186,5.5,3312,3143,169,5.1,3299,3144,155,4.7,3581,3437,144,4,3877,3749,128,3.3,4089,3963,126,3.1,4112,3801,311,7.6,3695,3436,259,7,4161,3936,225,5.4,4326,4153,173,4,4204,4041,163,3.9,4286,4155,131,3.1,4047,3894,153,3.8,3762,3582,180,4.8,3822,3686,136,3.6,3712,3605,107,2.9,3747,3639,108,2.9,3528,3107,421,11.9,62636,97.80151367,7,9,0
48503,TX,"Young County, TX",8857,8409,448,5.1,8755,8323,432,4.9,8904,8384,520,5.8,8955,8418,537,6,9015,8548,467,5.2,9387,8984,403,4.3,9659,9286,373,3.9,9545,9234,311,3.3,9821,9481,340,3.5,9700,9077,623,6.4,8658,7990,668,7.7,8589,7953,636,7.4,8550,8065,485,5.7,8556,8111,445,5.2,8657,8299,358,4.1,8473,8109,364,4.3,8312,7947,365,4.4,8074,7768,306,3.8,8163,7898,265,3.2,7996,7760,236,3,7803,7393,410,5.3,52643,82.19817352,7,11,0
48505,TX,"Zapata County, TX",3993,3668,325,8.1,4156,3854,302,7.3,4458,4070,388,8.7,4709,4293,416,8.8,4890,4532,358,7.3,5084,4741,343,6.7,4920,4615,305,6.2,4948,4682,266,5.4,5167,4881,286,5.5,5341,4763,578,10.8,5769,5167,602,10.4,6465,5925,540,8.4,6802,6374,428,6.3,7050,6607,443,6.3,6929,6564,365,5.3,6194,5718,476,7.7,5210,4648,562,10.8,5390,4986,404,7.5,5358,5059,299,5.6,5118,4860,258,5,4600,4029,571,12.4,36069,56.3190918,6,5,0
48507,TX,"Zavala County, TX",3726,3257,469,12.6,3750,3252,498,13.3,3926,3360,566,14.4,4193,3612,581,13.9,4019,3515,504,12.5,3865,3413,452,11.7,3757,3310,447,11.9,3720,3321,399,10.7,3649,3259,390,10.7,3932,3364,568,14.4,4564,3928,636,13.9,4598,3932,666,14.5,4378,3790,588,13.4,4006,3421,585,14.6,3896,3417,479,12.3,3810,3381,429,11.3,3887,3347,540,13.9,3733,3313,420,11.3,3560,3216,344,9.7,3348,3066,282,8.4,3430,2946,484,14.1,32538,50.80569458,7,9,0
49001,UT,"Beaver County, UT",2705,2612,93,3.4,2972,2859,113,3.8,3080,2940,140,4.5,2938,2786,152,5.2,3044,2907,137,4.5,3090,2963,127,4.1,3154,3062,92,2.9,3219,3138,81,2.5,3151,3049,102,3.2,3571,3353,218,6.1,3145,2827,318,10.1,3026,2772,254,8.4,2847,2694,153,5.4,2979,2851,128,4.3,2940,2827,113,3.8,3100,2985,115,3.7,3065,2918,147,4.8,3036,2917,119,3.9,3013,2913,100,3.3,2880,2795,85,3,2831,2719,112,4,58309,77.02133179,7,9,0
49003,UT,"Box Elder County, UT",20099,19358,741,3.7,20472,19539,933,4.6,20991,19836,1155,5.5,21264,20106,1158,5.4,22042,20927,1115,5.1,22557,21593,964,4.3,23100,22390,710,3.1,23778,23147,631,2.7,23942,23043,899,3.8,23351,21488,1863,8,23543,21520,2023,8.6,23033,21230,1803,7.8,22526,21382,1144,5.1,22833,21840,993,4.3,23230,22372,858,3.7,23854,22991,863,3.6,24595,23763,832,3.4,25290,24491,799,3.2,25503,24781,722,2.8,26092,25423,669,2.6,26424,25272,1152,4.4,69380,91.64520264,2,2,1
49005,UT,"Cache County, UT",48265,46928,1337,2.8,50039,48335,1704,3.4,52324,50174,2150,4.1,53882,51801,2081,3.9,56195,54141,2054,3.7,57592,55744,1848,3.2,58955,57651,1304,2.2,61558,60303,1255,2,62224,60627,1597,2.6,62421,59035,3386,5.4,56996,53470,3526,6.2,56206,53105,3101,5.5,56022,53809,2213,4,57002,54930,2072,3.6,58407,56624,1783,3.1,59742,57948,1794,3,61026,59218,1808,3,62541,60867,1674,2.7,63410,61817,1593,2.5,64758,63398,1360,2.1,65407,63497,1910,2.9,63180,83.45552063,3,2,1
49007,UT,"Carbon County, UT",9281,8762,519,5.6,9068,8494,574,6.3,9395,8751,644,6.9,9333,8624,709,7.6,9310,8694,616,6.6,9603,9138,465,4.8,9992,9659,333,3.3,9765,9410,355,3.6,10218,9809,409,4,10547,9722,825,7.8,9868,9007,861,8.7,9490,8737,753,7.9,9079,8512,567,6.2,8809,8298,511,5.8,8620,8198,422,4.9,8661,8178,483,5.6,8298,7819,479,5.8,8264,7860,404,4.9,8476,8119,357,4.2,8537,8230,307,3.6,8575,8130,445,5.2,52110,68.83296967,7,8,0
49009,UT,"Daggett County, UT",463,445,18,3.9,470,448,22,4.7,506,482,24,4.7,481,456,25,5.2,499,472,27,5.4,506,480,26,5.1,511,487,24,4.7,526,507,19,3.6,456,439,17,3.7,482,454,28,5.8,492,456,36,7.3,468,438,30,6.4,428,409,19,4.4,423,404,19,4.5,427,410,17,4,464,443,21,4.5,461,438,23,5,429,408,21,4.9,400,383,17,4.3,390,375,15,3.8,401,383,18,4.5,63433,83.789711,9,10,0
49011,UT,"Davis County, UT",120243,116517,3726,3.1,121857,116947,4910,4,124350,118218,6132,4.9,128150,121690,6460,5,132467,126262,6205,4.7,136741,131391,5350,3.9,142204,138247,3957,2.8,146581,142912,3669,2.5,147087,142449,4638,3.2,145736,136223,9513,6.5,146307,135943,10364,7.1,145592,136414,9178,6.3,146077,139776,6301,4.3,150480,144606,5874,3.9,154563,149286,5277,3.4,159156,153881,5275,3.3,163777,158759,5018,3.1,168380,163381,4999,3,170378,165705,4673,2.7,173497,169395,4102,2.4,175905,168737,7168,4.1,87610,115.7255173,2,2,1
49013,UT,"Duchesne County, UT",6132,5831,301,4.9,6759,6408,351,5.2,6980,6520,460,6.6,6863,6410,453,6.6,7281,6871,410,5.6,7739,7407,332,4.3,8590,8355,235,2.7,9343,9134,209,2.2,10408,10150,258,2.5,10408,9528,880,8.5,8121,7343,778,9.6,8382,7803,579,6.9,8994,8622,372,4.1,9170,8809,361,3.9,9499,9170,329,3.5,8756,8109,647,7.4,8070,7373,697,8.6,7960,7520,440,5.5,7725,7395,330,4.3,7743,7448,295,3.8,7782,7179,603,7.7,59437,78.51132965,7,9,0
49015,UT,"Emery County, UT",4731,4505,226,4.8,4758,4443,315,6.6,4771,4437,334,7,4867,4483,384,7.9,5122,4771,351,6.9,5158,4897,261,5.1,5293,5115,178,3.4,5203,5030,173,3.3,5106,4925,181,3.5,5279,4909,370,7,5265,4878,387,7.4,5037,4651,386,7.7,4651,4356,295,6.3,4639,4381,258,5.6,4571,4339,232,5.1,4377,4117,260,5.9,4246,3988,258,6.1,4181,3974,207,5,4329,4134,195,4.5,4308,4140,168,3.9,4372,4166,206,4.7,61893,81.75550079,7,10,0
49017,UT,"Garfield County, UT",2486,2317,169,6.8,2573,2370,203,7.9,2579,2343,236,9.2,2541,2317,224,8.8,2657,2448,209,7.9,2717,2523,194,7.1,2706,2575,131,4.8,2766,2638,128,4.6,2842,2679,163,5.7,2888,2590,298,10.3,3062,2744,318,10.4,2946,2619,327,11.1,2792,2557,235,8.4,2731,2500,231,8.5,2688,2463,225,8.4,2737,2498,239,8.7,2779,2554,225,8.1,2893,2682,211,7.3,2775,2570,205,7.4,2773,2604,169,6.1,2634,2365,269,10.2,54625,72.15507507,9,12,0
49019,UT,"Grand County, UT",4649,4344,305,6.6,4723,4398,325,6.9,4778,4424,354,7.4,4880,4520,360,7.4,4828,4472,356,7.4,5061,4744,317,6.3,5085,4846,239,4.7,5241,4999,242,4.6,5309,5016,293,5.5,5432,4904,528,9.7,5304,4737,567,10.7,5284,4749,535,10.1,5293,4898,395,7.5,5365,4983,382,7.1,5470,5138,332,6.1,5580,5247,333,6,5701,5376,325,5.7,5923,5618,305,5.1,6068,5795,273,4.5,6211,5975,236,3.8,6161,5574,587,9.5,53535,70.71527863,7,11,0
49021,UT,"Iron County, UT",16910,16363,547,3.2,17228,16457,771,4.5,17657,16746,911,5.2,17857,16937,920,5.2,18773,17906,867,4.6,20001,19229,772,3.9,21181,20589,592,2.8,21294,20680,614,2.9,21054,20192,862,4.1,21066,19231,1835,8.7,20319,18355,1964,9.7,19742,18046,1696,8.6,19089,17936,1153,6,19087,18115,972,5.1,19746,18892,854,4.3,20224,19343,881,4.4,21385,20480,905,4.2,22208,21313,895,4,22910,22141,769,3.4,24188,23488,700,2.9,24994,23879,1115,4.5,58307,77.01869202,4,5,0
49023,UT,"Juab County, UT",3755,3622,133,3.5,3771,3588,183,4.9,3674,3406,268,7.3,3673,3416,257,7,3829,3584,245,6.4,3942,3754,188,4.8,4081,3936,145,3.6,4167,4037,130,3.1,3985,3781,204,5.1,3984,3589,395,9.9,4592,4167,425,9.3,4568,4177,391,8.6,4537,4293,244,5.4,4629,4415,214,4.6,4756,4571,185,3.9,4912,4721,191,3.9,5200,5016,184,3.5,5413,5237,176,3.3,5578,5421,157,2.8,5827,5685,142,2.4,5881,5709,172,2.9,66056,87.25447083,2,2,1
49025,UT,"Kane County, UT",3030,2915,115,3.8,3165,3031,134,4.2,2970,2815,155,5.2,3103,2931,172,5.5,3248,3066,182,5.6,3286,3126,160,4.9,3476,3356,120,3.5,3539,3427,112,3.2,3518,3381,137,3.9,3539,3273,266,7.5,3545,3259,286,8.1,3469,3199,270,7.8,3395,3196,199,5.9,3423,3255,168,4.9,3533,3372,161,4.6,3606,3450,156,4.3,3679,3543,136,3.7,3739,3615,124,3.3,3794,3679,115,3,3830,3721,109,2.8,3835,3629,206,5.4,55887,73.82207489,6,6,0
49027,UT,"Millard County, UT",5193,5015,178,3.4,5644,5415,229,4.1,6137,5863,274,4.5,5917,5625,292,4.9,6144,5847,297,4.8,6131,5886,245,4,6258,6081,177,2.8,6291,6135,156,2.5,6116,5925,191,3.1,6516,6156,360,5.5,6392,5989,403,6.3,6124,5784,340,5.6,5837,5596,241,4.1,5822,5603,219,3.8,5915,5718,197,3.3,6094,5884,210,3.4,6190,5990,200,3.2,6424,6221,203,3.2,6214,6023,191,3.1,6042,5883,159,2.6,5941,5749,192,3.2,59069,78.02523041,7,11,0
49029,UT,"Morgan County, UT",3420,3303,117,3.4,3460,3327,133,3.8,3534,3349,185,5.2,3579,3397,182,5.1,3684,3506,178,4.8,3843,3684,159,4.1,3987,3871,116,2.9,4049,3943,106,2.6,4104,3976,128,3.1,4091,3836,255,6.2,4255,3958,297,7,4215,3963,252,6,4258,4074,184,4.3,4444,4279,165,3.7,4651,4500,151,3.2,4904,4754,150,3.1,5125,4977,148,2.9,5382,5234,148,2.7,5452,5311,141,2.6,5531,5400,131,2.4,5561,5375,186,3.3,101943,134.6582184,2,2,1
49031,UT,"Piute County, UT",627,599,28,4.5,771,727,44,5.7,746,700,46,6.2,801,758,43,5.4,869,831,38,4.4,856,822,34,4,901,875,26,2.9,939,918,21,2.2,913,888,25,2.7,899,841,58,6.5,568,511,57,10,527,472,55,10.4,482,446,36,7.5,477,443,34,7.1,455,424,31,6.8,462,433,29,6.3,456,430,26,5.7,482,459,23,4.8,481,457,24,5,481,459,22,4.6,477,447,30,6.3,42196,55.73740005,9,12,0
49033,UT,"Rich County, UT",1046,1015,31,3,1172,1135,37,3.2,1251,1202,49,3.9,1257,1208,49,3.9,1338,1293,45,3.4,1300,1259,41,3.2,1423,1392,31,2.2,1464,1435,29,2,1440,1404,36,2.5,1470,1396,74,5,1034,958,76,7.4,976,902,74,7.6,929,885,44,4.7,970,929,41,4.2,998,961,37,3.7,1040,1003,37,3.6,1091,1057,34,3.1,1140,1104,36,3.2,1175,1139,36,3.1,1170,1135,35,3,1162,1122,40,3.4,64583,85.3087616,8,7,0
49035,UT,"Salt Lake County, UT",486723,471418,15305,3.1,492037,470706,21331,4.3,493006,464326,28680,5.8,495070,467084,27986,5.7,500918,475670,25248,5,520791,500018,20773,4,540712,525606,15106,2.8,558195,544296,13899,2.5,563645,545829,17816,3.2,556963,517994,38969,7,546019,503514,42505,7.8,542664,505036,37628,6.9,546710,521300,25410,4.6,561750,539099,22651,4,570837,550796,20041,3.5,582490,563174,19316,3.3,599503,581020,18483,3.1,613878,595463,18415,3,620857,603295,17562,2.8,633757,618281,15476,2.4,642357,609766,32591,5.1,79941,105.5954056,1,1,1
49037,UT,"San Juan County, UT",4727,4351,376,8,4573,4193,380,8.3,4753,4353,400,8.4,4724,4300,424,9,4856,4409,447,9.2,4818,4440,378,7.8,4934,4643,291,5.9,5038,4777,261,5.2,5050,4750,300,5.9,5321,4697,624,11.7,6065,5394,671,11.1,5924,5306,618,10.4,5570,5134,436,7.8,5579,5170,409,7.3,5549,5139,410,7.4,5683,5243,440,7.7,5713,5265,448,7.8,5681,5296,385,6.8,5707,5372,335,5.9,5723,5442,281,4.9,5457,4903,554,10.2,49438,65.30348206,7,9,0
49039,UT,"Sanpete County, UT",9689,9264,425,4.4,10055,9523,532,5.3,10154,9503,651,6.4,10280,9593,687,6.7,10476,9820,656,6.3,10631,10070,561,5.3,10777,10389,388,3.6,11104,10764,340,3.1,11225,10782,443,3.9,11399,10449,950,8.3,11411,10369,1042,9.1,11041,10134,907,8.2,11038,10413,625,5.7,10892,10330,562,5.2,10968,10493,475,4.3,11358,10898,460,4.1,11755,11300,455,3.9,11995,11539,456,3.8,12475,12038,437,3.5,12473,12086,387,3.1,12640,12168,472,3.7,54648,72.18545532,6,6,0
49041,UT,"Sevier County, UT",8343,8021,322,3.9,8566,8175,391,4.6,8819,8328,491,5.6,8733,8236,497,5.7,9236,8756,480,5.2,9208,8801,407,4.4,9495,9202,293,3.1,9609,9347,262,2.7,9728,9363,365,3.8,9931,9157,774,7.8,9680,8867,813,8.4,9436,8708,728,7.7,9243,8744,499,5.4,9127,8673,454,5,9186,8792,394,4.3,9460,9047,413,4.4,9551,9145,406,4.3,9771,9408,363,3.7,9883,9552,331,3.3,9756,9464,292,3,9811,9395,416,4.2,58983,77.91162872,7,11,0
49043,UT,"Summit County, UT",18274,17642,632,3.5,18861,17993,868,4.6,19354,18116,1238,6.4,19828,18624,1204,6.1,20474,19405,1069,5.2,21596,20743,853,3.9,22012,21406,606,2.8,22081,21534,547,2.5,22339,21652,687,3.1,22341,20792,1549,6.9,20773,19209,1564,7.5,21066,19715,1351,6.4,21156,20233,923,4.4,21739,20909,830,3.8,22350,21619,731,3.3,22953,22208,745,3.2,23791,23066,725,3,24298,23570,728,3,24409,23716,693,2.8,24949,24355,594,2.4,24314,22554,1760,7.2,112482,148.579361,4,3,0
49045,UT,"Tooele County, UT",20277,19535,742,3.7,21373,20361,1012,4.7,22219,20841,1378,6.2,23182,21754,1428,6.2,23979,22663,1316,5.5,25326,24229,1097,4.3,26589,25754,835,3.1,27277,26513,764,2.8,28223,27214,1009,3.6,28364,26143,2221,7.8,27338,25024,2314,8.5,27103,25077,2026,7.5,27233,25793,1440,5.3,28068,26667,1401,5,28646,27335,1311,4.6,29380,28188,1192,4.1,30713,29582,1131,3.7,32267,31145,1122,3.5,33277,32213,1064,3.2,34843,33881,962,2.8,35084,33417,1667,4.8,80196,105.9322357,1,1,1
49047,UT,"Uintah County, UT",11407,10926,481,4.2,12198,11660,538,4.4,12563,11821,742,5.9,13061,12323,738,5.7,13809,13107,702,5.1,14765,14216,549,3.7,16487,16101,386,2.3,17505,17145,360,2.1,18795,18394,401,2.1,17790,16318,1472,8.3,15119,13819,1300,8.6,15409,14439,970,6.3,15715,15099,616,3.9,15453,14836,617,4,15861,15321,540,3.4,15217,14201,1016,6.7,14057,12782,1275,9.1,13651,12853,798,5.8,13606,13007,599,4.4,13664,13101,563,4.1,13385,12157,1228,9.2,62541,82.6114502,7,8,0
49049,UT,"Utah County, UT",181262,175965,5297,2.9,183274,175838,7436,4.1,185274,174697,10577,5.7,188375,178530,9845,5.2,197178,187745,9433,4.8,206470,198439,8031,3.9,216671,210742,5929,2.7,226175,220711,5464,2.4,225584,218201,7383,3.3,222838,207334,15504,7,228807,211554,17253,7.5,229612,214480,15132,6.6,234640,224333,10307,4.4,245330,235773,9557,3.9,253091,244673,8418,3.3,264713,256260,8453,3.2,277959,269619,8340,3,290366,282148,8218,2.8,299761,291774,7987,2.7,308208,301005,7203,2.3,314022,302248,11774,3.7,79505,105.0194855,2,2,1
49051,UT,"Wasatch County, UT",7787,7515,272,3.5,7899,7545,354,4.5,8190,7684,506,6.2,8465,7956,509,6,8793,8314,479,5.4,9370,8987,383,4.1,10250,9939,311,3,10878,10602,276,2.5,10411,10052,359,3.4,10078,9242,836,8.3,11310,10348,962,8.5,11303,10479,824,7.3,11438,10858,580,5.1,12023,11508,515,4.3,12609,12155,454,3.6,13190,12736,454,3.4,13853,13398,455,3.3,14587,14119,468,3.2,15162,14712,450,3,16077,15647,430,2.7,16269,15223,1046,6.4,92136,121.7039795,6,3,0
49053,UT,"Washington County, UT",39385,38008,1377,3.5,41978,40265,1713,4.1,44532,42241,2291,5.1,47437,44945,2492,5.3,52113,49582,2531,4.9,57313,55009,2304,4,62022,60229,1793,2.9,64370,62609,1761,2.7,62371,59613,2758,4.4,60341,54486,5855,9.7,56551,50540,6011,10.6,55677,50517,5160,9.3,56098,52679,3419,6.1,58465,55503,2962,5.1,60968,58414,2554,4.2,63328,60796,2532,4,67007,64578,2429,3.6,70633,68251,2382,3.4,74196,71810,2386,3.2,76370,74147,2223,2.9,79208,75007,4201,5.3,64388,85.05118561,3,2,1
49055,UT,"Wayne County, UT",1319,1259,60,4.5,1441,1368,73,5.1,1431,1341,90,6.3,1317,1227,90,6.8,1355,1265,90,6.6,1345,1273,72,5.4,1401,1342,59,4.2,1419,1361,58,4.1,1405,1333,72,5.1,1487,1367,120,8.1,1570,1433,137,8.7,1421,1273,148,10.4,1321,1195,126,9.5,1352,1216,136,10.1,1369,1246,123,9,1405,1280,125,8.9,1419,1312,107,7.5,1458,1354,104,7.1,1429,1348,81,5.7,1428,1352,76,5.3,1428,1320,108,7.6,50555,66.77894592,9,12,0
49057,UT,"Weber County, UT",100632,96396,4236,4.2,101717,96499,5218,5.1,103423,97128,6295,6.1,105393,98754,6639,6.3,107224,101314,5910,5.5,108899,103960,4939,4.5,111035,107447,3588,3.2,114269,110785,3484,3,115001,110479,4522,3.9,115309,105702,9607,8.3,112727,102717,10010,8.9,111692,102575,9117,8.2,111161,104929,6232,5.6,112850,107237,5613,5,113878,109106,4772,4.2,116610,111928,4682,4,119671,115214,4457,3.7,123075,118714,4361,3.5,125177,121080,4097,3.3,127870,124192,3678,2.9,129907,123697,6210,4.8,71835,94.88805389,2,2,1
50001,VT,"Addison County, VT",19728,19207,521,2.6,20490,19865,625,3.1,20767,20054,713,3.4,21057,20223,834,4,20976,20245,731,3.5,21483,20785,698,3.2,21798,21075,723,3.3,21528,20715,813,3.8,21611,20684,927,4.3,21880,20624,1256,5.7,21257,19973,1284,6,21072,20017,1055,5,20815,19903,912,4.4,20770,19911,859,4.1,20914,20128,786,3.8,20801,20088,713,3.4,20925,20323,602,2.9,20853,20263,590,2.8,20806,20281,525,2.5,20656,20190,466,2.3,19936,18947,989,5,73574,116.2434998,6,6,0
50003,VT,"Bennington County, VT",19835,19247,588,3,20076,19317,759,3.8,20169,19265,904,4.5,19976,19010,966,4.8,19757,18970,787,4,20018,19296,722,3.6,20583,19831,752,3.7,20450,19639,811,4,20483,19529,954,4.7,20572,19097,1475,7.2,20359,18896,1463,7.2,19933,18643,1290,6.5,19608,18484,1124,5.7,19260,18254,1006,5.2,18759,17886,873,4.7,18671,17891,780,4.2,18503,17830,673,3.6,18344,17673,671,3.7,18381,17813,568,3.1,18209,17690,519,2.9,17132,16004,1128,6.6,56948,89.97519684,6,5,0
50005,VT,"Caledonia County, VT",15413,14892,521,3.4,15683,15064,619,3.9,15952,15195,757,4.7,16300,15463,837,5.1,16365,15673,692,4.2,16391,15763,628,3.8,16867,16172,695,4.1,16706,15974,732,4.4,16768,15927,841,5,16738,15518,1220,7.3,16805,15624,1181,7,16579,15520,1059,6.4,16087,15113,974,6.1,15744,14908,836,5.3,15344,14597,747,4.9,15158,14460,698,4.6,14946,14345,601,4,14759,14211,548,3.7,14744,14265,479,3.2,14502,14086,416,2.9,14156,13337,819,5.8,50942,80.48599243,7,9,0
